Дата,"Мерные золотые слитки, г.","Цена обратного выкупа, сом","Цена продажи, сом",Source,Наличные_USD_Покупка,Наличные_USD_Продажа,Безналичные_USD_Покупка,Безналичные_USD_Продажа,Наличные_KZT_Покупка,Наличные_KZT_Продажа,Безналичные_KZT_Покупка,Безналичные_KZT_Продажа,Наличные_EUR_Покупка,Наличные_EUR_Продажа,Безналичные_EUR_Покупка,Безналичные_EUR_Продажа,Наличные_RUB_Покупка,Наличные_RUB_Продажа,Безналичные_RUB_Покупка,Безналичные_RUB_Продажа
2024-02-16,2.00,13 036.00,13 088.00,NBKR,,,,,,,,,,,,,,,,
2024-02-16,1.00,7 156.50,7 192.00,NBKR,,,,,,,,,,,,,,,,
2024-02-16,5.00,30 641.50,30 733.50,NBKR,,,,,,,,,,,,,,,,
2024-02-19,1.00,7 138.50,7 174.50,NBKR,,,,,,,,,,,,,,,,
2024-02-19,2.00,13 000.50,13 052.50,NBKR,,,,,,,,,,,,,,,,
2024-02-19,5.00,30 553.00,30 644.50,NBKR,,,,,,,,,,,,,,,,
2024-02-19,10.00,60 196.00,60 316.50,NBKR,,,,,,,,,,,,,,,,
2024-02-19,31.1035,184 355.50,187 121.00,NBKR,,,,,,,,,,,,,,,,
2024-02-19,100.00,582 427.50,599 900.50,NBKR,,,,,,,,,,,,,,,,
2024-02-20,31.1035,186 068.00,188 859.00,NBKR,,,,,,,,,,,,,,,,
2024-02-20,100.00,587 933.50,605 571.50,NBKR,,,,,,,,,,,,,,,,
2024-02-20,10.00,60 747.50,60 869.00,NBKR,,,,,,,,,,,,,,,,
2024-02-20,5.00,30 828.50,30 921.00,NBKR,,,,,,,,,,,,,,,,
2024-02-20,2.00,13 110.50,13 162.50,NBKR,,,,,,,,,,,,,,,,
2024-02-20,1.00,7 193.50,7 229.50,NBKR,,,,,,,,,,,,,,,,
2024-02-21,1.00,7 228.00,7 264.00,NBKR,,,,,,,,,,,,,,,,
2024-02-21,2.00,13 179.50,13 232.00,NBKR,,,,,,,,,,,,,,,,
2024-02-21,5.00,31 002.00,31 095.00,NBKR,,,,,,,,,,,,,,,,
2024-02-21,10.00,61 094.50,61 216.50,NBKR,,,,,,,,,,,,,,,,
2024-02-21,31.1035,187 145.50,189 953.00,NBKR,,,,,,,,,,,,,,,,
2024-02-21,100.00,591 398.00,609 140.00,NBKR,,,,,,,,,,,,,,,,
2024-02-22,31.1035,186 935.50,189 739.50,NBKR,,,,,,,,,,,,,,,,
2024-02-22,10.00,61 027.00,61 149.00,NBKR,,,,,,,,,,,,,,,,
2024-02-22,100.00,590 722.50,608 444.00,NBKR,,,,,,,,,,,,,,,,
2024-02-22,2.00,13 166.00,13 218.50,NBKR,,,,,,,,,,,,,,,,
2024-02-22,1.00,7 221.50,7 257.50,NBKR,,,,,,,,,,,,,,,,
2024-02-22,5.00,30 968.00,31 061.00,NBKR,,,,,,,,,,,,,,,,
2024-02-26,31.1035,186 998.00,189 803.00,NBKR,,,,,,,,,,,,,,,,
2024-02-26,10.00,61 047.00,61 169.00,NBKR,,,,,,,,,,,,,,,,
2024-02-26,100.00,590 923.50,608 651.50,NBKR,,,,,,,,,,,,,,,,
2024-02-26,2.00,13 170.00,13 222.50,NBKR,,,,,,,,,,,,,,,,
2024-02-26,1.00,7 223.50,7 259.50,NBKR,,,,,,,,,,,,,,,,
2024-02-26,5.00,30 978.50,31 071.00,NBKR,,,,,,,,,,,,,,,,
2024-02-27,1.00,7 222.50,7 258.50,NBKR,,,,,,,,,,,,,,,,
2024-02-27,2.00,13 168.50,13 221.00,NBKR,,,,,,,,,,,,,,,,
2024-02-27,5.00,30 974.50,31 067.50,NBKR,,,,,,,,,,,,,,,,
2024-02-27,10.00,61 040.00,61 162.00,NBKR,,,,,,,,,,,,,,,,
2024-02-27,31.1035,186 976.00,189 780.50,NBKR,,,,,,,,,,,,,,,,
2024-02-27,100.00,590 852.00,608 577.50,NBKR,,,,,,,,,,,,,,,,
2024-02-28,31.1035,187 678.00,190 493.00,NBKR,,,,,,,,,,,,,,,,
2024-02-28,10.00,61 266.00,61 388.50,NBKR,,,,,,,,,,,,,,,,
2024-02-28,100.00,593 109.00,610 902.00,NBKR,,,,,,,,,,,,,,,,
2024-02-28,2.00,13 213.50,13 266.00,NBKR,,,,,,,,,,,,,,,,
2024-02-28,1.00,7 245.00,7 281.50,NBKR,,,,,,,,,,,,,,,,
2024-02-28,5.00,31 087.50,31 181.00,NBKR,,,,,,,,,,,,,,,,
2024-02-29,1.00,7 237.50,7 274.00,NBKR,,,,,,,,,,,,,,,,
2024-02-29,2.00,13 198.50,13 251.00,NBKR,,,,,,,,,,,,,,,,
2024-02-29,5.00,31 050.50,31 143.50,NBKR,,,,,,,,,,,,,,,,
2024-02-29,10.00,61 191.00,61 313.50,NBKR,,,,,,,,,,,,,,,,
2024-02-29,31.1035,187 445.50,190 257.00,NBKR,,,,,,,,,,,,,,,,
2024-02-29,100.00,592 361.50,610 132.00,NBKR,,,,,,,,,,,,,,,,
2024-03-01,31.1035,188 821.50,191 653.50,NBKR,,,,,,,,,,,,,,,,
2024-03-01,10.00,61 634.00,61 757.50,NBKR,,,,,,,,,,,,,,,,
2024-03-01,100.00,596 785.50,614 689.00,NBKR,,,,,,,,,,,,,,,,
2024-03-01,2.00,13 286.50,13 339.50,NBKR,,,,,,,,,,,,,,,,
2024-03-01,1.00,7 281.50,7 318.00,NBKR,,,,,,,,,,,,,,,,
2024-03-01,5.00,31 272.00,31 365.50,NBKR,,,,,,,,,,,,,,,,
2024-03-02,31.1035,188 935.00,191 769.00,NBKR,,,,,,,,,,,,,,,,
2024-03-02,10.00,61 670.50,61 794.00,NBKR,,,,,,,,,,,,,,,,
2024-03-02,100.00,597 150.50,615 065.00,NBKR,,,,,,,,,,,,,,,,
2024-03-02,2.00,13 294.00,13 347.00,NBKR,,,,,,,,,,,,,,,,
2024-03-02,1.00,7 285.50,7 321.50,NBKR,,,,,,,,,,,,,,,,
2024-03-02,5.00,31 290.00,31 384.00,NBKR,,,,,,,,,,,,,,,,
2024-03-04,1.00,7 285.50,7 322.00,NBKR,,,,,,,,,,,,,,,,
2024-03-04,2.00,13 294.50,13 348.00,NBKR,,,,,,,,,,,,,,,,
2024-03-04,5.00,31 292.00,31 386.00,NBKR,,,,,,,,,,,,,,,,
2024-03-04,10.00,61 674.50,61 798.00,NBKR,,,,,,,,,,,,,,,,
2024-03-04,31.1035,188 947.50,191 781.50,NBKR,,,,,,,,,,,,,,,,
2024-03-04,100.00,597 191.00,615 106.50,NBKR,,,,,,,,,,,,,,,,
2024-03-05,31.1035,193 312.00,196 211.50,NBKR,,,,,,,,,,,,,,,,
2024-03-05,10.00,63 080.00,63 206.00,NBKR,,,,,,,,,,,,,,,,
2024-03-05,100.00,611 222.50,629 559.00,NBKR,,,,,,,,,,,,,,,,
2024-03-05,2.00,13 574.00,13 628.00,NBKR,,,,,,,,,,,,,,,,
2024-03-05,5.00,31 995.00,32 091.00,NBKR,,,,,,,,,,,,,,,,
2024-03-05,1.00,7 425.50,7 462.50,NBKR,,,,,,,,,,,,,,,,
2024-03-06,1.00,7 529.50,7 567.00,NBKR,,,,,,,,,,,,,,,,
2024-03-06,2.00,13 782.00,13 837.00,NBKR,,,,,,,,,,,,,,,,
2024-03-06,5.00,32 518.00,32 615.50,NBKR,,,,,,,,,,,,,,,,
2024-03-06,10.00,64 127.00,64 255.00,NBKR,,,,,,,,,,,,,,,,
2024-03-06,31.1035,196 562.50,199 511.00,NBKR,,,,,,,,,,,,,,,,
2024-03-06,100.00,621 673.50,640 324.00,NBKR,,,,,,,,,,,,,,,,
2024-03-07,1.00,7 553.50,7 591.50,NBKR,,,,,,,,,,,,,,,,
2024-03-07,2.00,13 830.50,13 885.50,NBKR,,,,,,,,,,,,,,,,
2024-03-07,5.00,32 640.00,32 737.50,NBKR,,,,,,,,,,,,,,,,
2024-03-07,10.00,64 370.00,64 499.00,NBKR,,,,,,,,,,,,,,,,
2024-03-07,31.1035,197 318.50,200 278.00,NBKR,,,,,,,,,,,,,,,,
2024-03-07,100.00,624 103.00,642 826.50,NBKR,,,,,,,,,,,,,,,,
2024-03-11,100.00,632 254.50,651 222.00,NBKR,,,,,,,,,,,,,,,,
2024-03-11,10.00,65 186.50,65 317.00,NBKR,,,,,,,,,,,,,,,,
2024-03-11,31.1035,199 853.50,202 851.50,NBKR,,,,,,,,,,,,,,,,
2024-03-11,5.00,33 048.00,33 147.00,NBKR,,,,,,,,,,,,,,,,
2024-03-11,1.00,7 634.50,7 673.00,NBKR,,,,,,,,,,,,,,,,
2024-03-11,2.00,13 992.50,14 048.50,NBKR,,,,,,,,,,,,,,,,
2024-03-12,1.00,7 661.00,7 699.50,NBKR,,,,,,,,,,,,,,,,
2024-03-12,2.00,14 045.50,14 101.50,NBKR,,,,,,,,,,,,,,,,
2024-03-12,5.00,33 181.00,33 280.50,NBKR,,,,,,,,,,,,,,,,
2024-03-12,10.00,65 453.00,65 584.00,NBKR,,,,,,,,,,,,,,,,
2024-03-12,31.1035,200 681.00,203 691.00,NBKR,,,,,,,,,,,,,,,,
2024-03-12,100.00,634 914.00,653 961.50,NBKR,,,,,,,,,,,,,,,,
2024-03-13,1.00,7 606.00,7 644.00,NBKR,,,,,,,,,,,,,,,,
2024-03-13,2.00,13 935.50,13 991.50,NBKR,,,,,,,,,,,,,,,,
2024-03-13,5.00,32 904.50,33 003.50,NBKR,,,,,,,,,,,,,,,,
2024-03-13,10.00,64 900.00,65 030.00,NBKR,,,,,,,,,,,,,,,,
2024-03-13,31.1035,198 964.00,201 948.50,NBKR,,,,,,,,,,,,,,,,
2024-03-13,100.00,629 393.50,648 275.50,NBKR,,,,,,,,,,,,,,,,
2024-03-14,31.1035,199 727.00,202 723.00,NBKR,,,,,,,,,,,,,,,,
2024-03-14,10.00,65 145.50,65 276.00,NBKR,,,,,,,,,,,,,,,,
2024-03-14,100.00,631 846.50,650 802.00,NBKR,,,,,,,,,,,,,,,,
2024-03-14,2.00,13 984.50,14 040.50,NBKR,,,,,,,,,,,,,,,,
2024-03-14,5.00,33 027.50,33 126.50,NBKR,,,,,,,,,,,,,,,,
2024-03-14,1.00,7 630.50,7 669.00,NBKR,,,,,,,,,,,,,,,,
2024-03-15,1.00,7 610.50,7 648.50,NBKR,,,,,,,,,,,,,,,,
2024-03-15,2.00,13 944.00,14 000.00,NBKR,,,,,,,,,,,,,,,,
2024-03-15,5.00,32 926.00,33 025.00,NBKR,,,,,,,,,,,,,,,,
2024-03-15,10.00,64 942.50,65 072.50,NBKR,,,,,,,,,,,,,,,,
2024-03-15,31.1035,199 096.50,202 083.00,NBKR,,,,,,,,,,,,,,,,
2024-03-15,100.00,629 820.00,648 714.50,NBKR,,,,,,,,,,,,,,,,
2024-03-18,1.00,7 618.00,7 656.00,NBKR,,,,,,,,,,,,,,,,
2024-03-18,2.00,13 959.50,14 015.00,NBKR,,,,,,,,,,,,,,,,
2024-03-18,5.00,32 964.50,33 063.00,NBKR,,,,,,,,,,,,,,,,
2024-03-18,10.00,65 019.00,65 149.00,NBKR,,,,,,,,,,,,,,,,
2024-03-18,31.1035,199 333.50,202 323.50,NBKR,,,,,,,,,,,,,,,,
2024-03-18,100.00,630 582.50,649 500.00,NBKR,,,,,,,,,,,,,,,,
2024-03-19,10.00,64 866.50,64 996.00,NBKR,,,,,,,,,,,,,,,,
2024-03-19,100.00,629 057.50,647 929.00,NBKR,,,,,,,,,,,,,,,,
2024-03-19,31.1035,198 859.50,201 842.00,NBKR,,,,,,,,,,,,,,,,
2024-03-19,1.00,7 603.00,7 641.00,NBKR,,,,,,,,,,,,,,,,
2024-03-19,2.00,13 929.00,13 984.50,NBKR,,,,,,,,,,,,,,,,
2024-03-19,5.00,32 888.00,32 986.50,NBKR,,,,,,,,,,,,,,,,
2024-03-20,1.00,7 593.50,7 631.50,NBKR,,,,,,,,,,,,,,,,
2024-03-20,2.00,13 910.50,13 966.00,NBKR,,,,,,,,,,,,,,,,
2024-03-20,5.00,32 841.00,32 939.50,NBKR,,,,,,,,,,,,,,,,
2024-03-20,10.00,64 772.50,64 902.00,NBKR,,,,,,,,,,,,,,,,
2024-03-20,31.1035,198 568.50,201 547.00,NBKR,,,,,,,,,,,,,,,,
2024-03-20,100.00,628 122.00,646 965.50,NBKR,,,,,,,,,,,,,,,,
2024-03-25,31.1035,200 063.00,203 064.00,NBKR,,,,,,,,,,,,,,,,
2024-03-25,10.00,65 254.00,65 384.50,NBKR,,,,,,,,,,,,,,,,
2024-03-25,100.00,632 928.00,651 915.50,NBKR,,,,,,,,,,,,,,,,
2024-03-25,2.00,14 006.00,14 062.00,NBKR,,,,,,,,,,,,,,,,
2024-03-25,1.00,7 641.50,7 679.50,NBKR,,,,,,,,,,,,,,,,
2024-03-25,5.00,33 081.50,33 181.00,NBKR,,,,,,,,,,,,,,,,
2024-03-26,100.00,634 395.50,653 427.50,NBKR,,,,,,,,,,,,,,,,
2024-03-26,31.1035,200 519.50,203 527.50,NBKR,,,,,,,,,,,,,,,,
2024-03-26,10.00,65 401.00,65 532.00,NBKR,,,,,,,,,,,,,,,,
2024-03-26,1.00,7 656.00,7 694.50,NBKR,,,,,,,,,,,,,,,,
2024-03-26,2.00,14 035.00,14 091.50,NBKR,,,,,,,,,,,,,,,,
2024-03-26,5.00,33 155.00,33 254.50,NBKR,,,,,,,,,,,,,,,,
2024-03-27,1.00,7 665.00,7 703.00,NBKR,,,,,,,,,,,,,,,,
2024-03-27,2.00,14 053.00,14 109.00,NBKR,,,,,,,,,,,,,,,,
2024-03-27,5.00,33 200.00,33 299.50,NBKR,,,,,,,,,,,,,,,,
2024-03-27,10.00,65 490.50,65 621.50,NBKR,,,,,,,,,,,,,,,,
2024-03-27,31.1035,200 797.00,203 809.00,NBKR,,,,,,,,,,,,,,,,
2024-03-27,100.00,635 287.50,654 346.50,NBKR,,,,,,,,,,,,,,,,
2024-03-28,100.00,639 000.00,658 170.00,NBKR,,,,,,,,,,,,,,,,
2024-03-28,31.1035,201 952.00,204 981.00,NBKR,,,,,,,,,,,,,,,,
2024-03-28,10.00,65 862.00,65 994.00,NBKR,,,,,,,,,,,,,,,,
2024-03-28,1.00,7 702.00,7 740.50,NBKR,,,,,,,,,,,,,,,,
2024-03-28,2.00,14 127.00,14 183.50,NBKR,,,,,,,,,,,,,,,,
2024-03-28,5.00,33 386.00,33 486.00,NBKR,,,,,,,,,,,,,,,,
2024-03-29,31.1035,203 803.50,206 860.50,NBKR,,,,,,,,,,,,,,,,
2024-03-29,100.00,644 952.50,664 301.00,NBKR,,,,,,,,,,,,,,,,
2024-03-29,10.00,66 458.50,66 591.00,NBKR,,,,,,,,,,,,,,,,
2024-03-29,1.00,7 761.00,7 800.00,NBKR,,,,,,,,,,,,,,,,
2024-03-29,2.00,14 245.50,14 302.50,NBKR,,,,,,,,,,,,,,,,
2024-03-29,5.00,33 684.00,33 785.00,NBKR,,,,,,,,,,,,,,,,
2024-04-01,1.00,7 761.00,7 800.00,NBKR,,,,,,,,,,,,,,,,
2024-04-01,2.00,14 245.50,14 302.50,NBKR,,,,,,,,,,,,,,,,
2024-04-01,5.00,33 684.00,33 785.00,NBKR,,,,,,,,,,,,,,,,
2024-04-01,10.00,66 458.00,66 591.00,NBKR,,,,,,,,,,,,,,,,
2024-04-01,31.1035,203 803.00,206 860.00,NBKR,,,,,,,,,,,,,,,,
2024-04-01,100.00,644 951.00,664 299.50,NBKR,,,,,,,,,,,,,,,,
2024-04-02,10.00,66 413.00,66 546.00,NBKR,,,,,,,,,,,,,,,,
2024-04-02,31.1035,203 662.50,206 717.50,NBKR,,,,,,,,,,,,,,,,
2024-04-02,100.00,644 500.00,663 835.00,NBKR,,,,,,,,,,,,,,,,
2024-04-02,5.00,33 661.00,33 762.00,NBKR,,,,,,,,,,,,,,,,
2024-04-02,1.00,7 756.50,7 795.50,NBKR,,,,,,,,,,,,,,,,
2024-04-02,2.00,14 236.50,14 293.50,NBKR,,,,,,,,,,,,,,,,
2024-04-03,1.00,7 896.00,7 935.50,NBKR,,,,,,,,,,,,,,,,
2024-04-03,2.00,14 515.00,14 573.00,NBKR,,,,,,,,,,,,,,,,
2024-04-03,5.00,34 362.00,34 465.50,NBKR,,,,,,,,,,,,,,,,
2024-04-03,10.00,67 815.00,67 950.50,NBKR,,,,,,,,,,,,,,,,
2024-04-03,31.1035,208 016.50,211 136.50,NBKR,,,,,,,,,,,,,,,,
2024-04-03,100.00,658 497.50,678 252.00,NBKR,,,,,,,,,,,,,,,,
2024-04-04,1.00,7 940.50,7 980.50,NBKR,,,,,,,,,,,,,,,,
2024-04-04,2.00,14 604.50,14 663.00,NBKR,,,,,,,,,,,,,,,,
2024-04-04,5.00,34 587.50,34 691.00,NBKR,,,,,,,,,,,,,,,,
2024-04-04,10.00,68 265.00,68 401.50,NBKR,,,,,,,,,,,,,,,,
2024-04-04,31.1035,209 414.50,212 556.00,NBKR,,,,,,,,,,,,,,,,
2024-04-04,100.00,662 993.00,682 882.50,NBKR,,,,,,,,,,,,,,,,
2024-04-05,100.00,666 828.00,686 832.50,NBKR,,,,,,,,,,,,,,,,
2024-04-05,31.1035,210 607.50,213 766.50,NBKR,,,,,,,,,,,,,,,,
2024-04-05,10.00,68 649.50,68 786.50,NBKR,,,,,,,,,,,,,,,,
2024-04-05,2.00,14 681.00,14 739.50,NBKR,,,,,,,,,,,,,,,,
2024-04-05,1.00,7 979.00,8 018.50,NBKR,,,,,,,,,,,,,,,,
2024-04-05,5.00,34 779.50,34 883.50,NBKR,,,,,,,,,,,,,,,,
2024-04-08,100.00,668 172.00,688 217.00,NBKR,,,,,,,,,,,,,,,,
2024-04-08,1.00,7 992.00,8 032.00,NBKR,,,,,,,,,,,,,,,,
2024-04-08,2.00,14 707.50,14 766.50,NBKR,,,,,,,,,,,,,,,,
2024-04-08,5.00,34 846.50,34 951.00,NBKR,,,,,,,,,,,,,,,,
2024-04-08,10.00,68 784.00,68 921.50,NBKR,,,,,,,,,,,,,,,,
2024-04-08,31.1035,211 025.50,214 191.00,NBKR,,,,,,,,,,,,,,,,
2024-04-09,1.00,8 042.00,8 082.00,NBKR,,,,,,,,,,,,,,,,
2024-04-09,2.00,14 807.00,14 866.00,NBKR,,,,,,,,,,,,,,,,
2024-04-09,5.00,35 096.00,35 201.50,NBKR,,,,,,,,,,,,,,,,
2024-04-09,10.00,69 283.00,69 421.50,NBKR,,,,,,,,,,,,,,,,
2024-04-09,31.1035,212 575.00,215 763.50,NBKR,,,,,,,,,,,,,,,,
2024-04-09,100.00,673 153.50,693 348.50,NBKR,,,,,,,,,,,,,,,,
2024-04-11,31.1035,213 600.50,216 804.50,NBKR,,,,,,,,,,,,,,,,
2024-04-11,100.00,676 449.50,696 743.00,NBKR,,,,,,,,,,,,,,,,
2024-04-11,10.00,69 613.00,69 752.00,NBKR,,,,,,,,,,,,,,,,
2024-04-11,1.00,8 074.50,8 115.00,NBKR,,,,,,,,,,,,,,,,
2024-04-11,2.00,14 872.50,14 932.00,NBKR,,,,,,,,,,,,,,,,
2024-04-11,5.00,35 261.00,35 367.00,NBKR,,,,,,,,,,,,,,,,
2024-04-12,1.00,8 110.50,8 151.00,NBKR,,,,,,,,,,,,,,,,
2024-04-12,2.00,14 944.50,15 004.50,NBKR,,,,,,,,,,,,,,,,
2024-04-12,5.00,35 442.50,35 549.00,NBKR,,,,,,,,,,,,,,,,
2024-04-12,10.00,69 976.00,70 116.00,NBKR,,,,,,,,,,,,,,,,
2024-04-12,31.1035,214 727.50,217 948.50,NBKR,,,,,,,,,,,,,,,,
2024-04-12,100.00,680 074.00,700 476.00,NBKR,,,,,,,,,,,,,,,,
2024-04-15,100.00,696 076.00,716 958.50,NBKR,,,,,,,,,,,,,,,,
2024-04-15,31.1035,219 705.00,223 000.50,NBKR,,,,,,,,,,,,,,,,
2024-04-15,10.00,71 578.50,71 722.00,NBKR,,,,,,,,,,,,,,,,
2024-04-15,1.00,8 270.00,8 311.50,NBKR,,,,,,,,,,,,,,,,
2024-04-15,2.00,15 263.00,15 324.00,NBKR,,,,,,,,,,,,,,,,
2024-04-15,5.00,36 244.00,36 353.00,NBKR,,,,,,,,,,,,,,,,
2024-04-16,31.1035,214 598.50,217 817.50,NBKR,,,,,,,,,,,,,,,,
2024-04-16,100.00,679 658.50,700 048.50,NBKR,,,,,,,,,,,,,,,,
2024-04-16,10.00,69 934.50,70 074.00,NBKR,,,,,,,,,,,,,,,,
2024-04-16,1.00,8 106.50,8 147.00,NBKR,,,,,,,,,,,,,,,,
2024-04-16,2.00,14 936.00,14 996.00,NBKR,,,,,,,,,,,,,,,,
2024-04-16,5.00,35 422.00,35 528.00,NBKR,,,,,,,,,,,,,,,,
2024-04-17,1.00,8 176.50,8 217.50,NBKR,,,,,,,,,,,,,,,,
2024-04-17,2.00,15 076.50,15 136.50,NBKR,,,,,,,,,,,,,,,,
2024-04-17,5.00,35 774.50,35 882.00,NBKR,,,,,,,,,,,,,,,,
2024-04-17,10.00,70 639.50,70 781.00,NBKR,,,,,,,,,,,,,,,,
2024-04-17,31.1035,216 789.00,220 041.00,NBKR,,,,,,,,,,,,,,,,
2024-04-17,100.00,686 701.50,707 302.50,NBKR,,,,,,,,,,,,,,,,
2024-04-18,31.1035,218 436.50,221 713.00,NBKR,,,,,,,,,,,,,,,,
2024-04-18,100.00,691 998.50,712 758.50,NBKR,,,,,,,,,,,,,,,,
2024-04-18,10.00,71 170.00,71 312.50,NBKR,,,,,,,,,,,,,,,,
2024-04-18,1.00,8 229.50,8 270.50,NBKR,,,,,,,,,,,,,,,,
2024-04-18,2.00,15 182.00,15 242.50,NBKR,,,,,,,,,,,,,,,,
2024-04-18,5.00,36 040.00,36 148.00,NBKR,,,,,,,,,,,,,,,,
2024-04-19,1.00,8 207.50,8 248.50,NBKR,,,,,,,,,,,,,,,,
2024-04-19,2.00,15 138.50,15 199.00,NBKR,,,,,,,,,,,,,,,,
2024-04-19,5.00,35 931.00,36 038.50,NBKR,,,,,,,,,,,,,,,,
2024-04-19,10.00,70 952.00,71 094.00,NBKR,,,,,,,,,,,,,,,,
2024-04-19,31.1035,217 759.00,221 025.50,NBKR,,,,,,,,,,,,,,,,
2024-04-19,100.00,689 820.00,710 514.50,NBKR,,,,,,,,,,,,,,,,
2024-04-22,1.00,8 200.00,8 241.00,NBKR,,,,,,,,,,,,,,,,
2024-04-22,2.00,15 123.00,15 183.50,NBKR,,,,,,,,,,,,,,,,
2024-04-22,5.00,35 891.50,35 999.50,NBKR,,,,,,,,,,,,,,,,
2024-04-22,10.00,70 873.50,71 015.50,NBKR,,,,,,,,,,,,,,,,
2024-04-22,31.1035,217 516.00,220 778.50,NBKR,,,,,,,,,,,,,,,,
2024-04-22,100.00,689 038.00,709 709.50,NBKR,,,,,,,,,,,,,,,,
2024-04-23,100.00,675 401.50,695 664.00,NBKR,,,,,,,,,,,,,,,,
2024-04-23,31.1035,213 274.50,216 473.50,NBKR,,,,,,,,,,,,,,,,
2024-04-23,10.00,69 508.00,69 647.00,NBKR,,,,,,,,,,,,,,,,
2024-04-23,2.00,14 851.50,14 911.00,NBKR,,,,,,,,,,,,,,,,
2024-04-23,1.00,8 064.00,8 104.50,NBKR,,,,,,,,,,,,,,,,
2024-04-23,5.00,35 208.50,35 314.50,NBKR,,,,,,,,,,,,,,,,
2024-04-24,100.00,673 129.00,693 323.00,NBKR,,,,,,,,,,,,,,,,
2024-04-24,1.00,8 041.50,8 081.50,NBKR,,,,,,,,,,,,,,,,
2024-04-24,2.00,14 806.50,14 865.50,NBKR,,,,,,,,,,,,,,,,
2024-04-24,5.00,35 095.00,35 200.00,NBKR,,,,,,,,,,,,,,,,
2024-04-24,10.00,69 280.50,69 419.00,NBKR,,,,,,,,,,,,,,,,
2024-04-24,31.1035,212 567.50,215 756.00,NBKR,,,,,,,,,,,,,,,,
2024-04-25,1.00,8 018.50,8 058.50,NBKR,,,,,,,,,,,,,,,,
2024-04-25,2.00,14 759.50,14 819.00,NBKR,,,,,,,,,,,,,,,,
2024-04-25,5.00,34 978.00,35 083.00,NBKR,,,,,,,,,,,,,,,,
2024-04-25,10.00,69 046.50,69 184.50,NBKR,,,,,,,,,,,,,,,,
2024-04-25,31.1035,211 840.50,215 018.00,NBKR,,,,,,,,,,,,,,,,
2024-04-25,100.00,670 792.00,690 915.50,NBKR,,,,,,,,,,,,,,,,
2024-04-26,31.1035,211 677.50,214 852.50,NBKR,,,,,,,,,,,,,,,,
2024-04-26,100.00,670 268.00,690 376.00,NBKR,,,,,,,,,,,,,,,,
2024-04-26,10.00,68 994.00,69 132.00,NBKR,,,,,,,,,,,,,,,,
2024-04-26,1.00,8 013.00,8 053.00,NBKR,,,,,,,,,,,,,,,,
2024-04-26,2.00,14 749.50,14 808.50,NBKR,,,,,,,,,,,,,,,,
2024-04-26,5.00,34 951.50,35 056.50,NBKR,,,,,,,,,,,,,,,,
2024-04-29,1.00,8 080.00,8 120.50,NBKR,,,,,,,,,,,,,,,,
2024-04-29,2.00,14 883.00,14 942.50,NBKR,,,,,,,,,,,,,,,,
2024-04-29,5.00,35 288.00,35 394.00,NBKR,,,,,,,,,,,,,,,,
2024-04-29,10.00,69 666.50,69 806.00,NBKR,,,,,,,,,,,,,,,,
2024-04-29,31.1035,213 767.00,216 973.50,NBKR,,,,,,,,,,,,,,,,
2024-04-29,100.00,676 985.50,697 295.00,NBKR,,,,,,,,,,,,,,,,
2024-04-30,100.00,673 169.50,693 364.50,NBKR,,,,,,,,,,,,,,,,
2024-04-30,31.1035,212 580.00,215 768.50,NBKR,,,,,,,,,,,,,,,,
2024-04-30,10.00,69 284.50,69 423.00,NBKR,,,,,,,,,,,,,,,,
2024-04-30,1.00,8 042.00,8 082.00,NBKR,,,,,,,,,,,,,,,,
2024-04-30,2.00,14 807.00,14 866.50,NBKR,,,,,,,,,,,,,,,,
2024-04-30,5.00,35 097.00,35 202.00,NBKR,,,,,,,,,,,,,,,,
2024-05-06,31.1035,209 160.00,212 297.50,NBKR,,,,,,,,,,,,,,,,
2024-05-06,100.00,662 174.00,682 039.00,NBKR,,,,,,,,,,,,,,,,
2024-05-06,10.00,68 183.00,68 319.50,NBKR,,,,,,,,,,,,,,,,
2024-05-06,1.00,7 932.50,7 972.00,NBKR,,,,,,,,,,,,,,,,
2024-05-06,2.00,14 588.00,14 646.50,NBKR,,,,,,,,,,,,,,,,
2024-05-06,5.00,34 546.50,34 650.00,NBKR,,,,,,,,,,,,,,,,
2024-05-07,1.00,7 932.00,7 971.50,NBKR,,,,,,,,,,,,,,,,
2024-05-07,2.00,14 587.00,14 645.50,NBKR,,,,,,,,,,,,,,,,
2024-05-07,5.00,34 543.50,34 647.00,NBKR,,,,,,,,,,,,,,,,
2024-05-07,10.00,68 177.50,68 314.00,NBKR,,,,,,,,,,,,,,,,
2024-05-07,31.1035,209 142.50,212 279.50,NBKR,,,,,,,,,,,,,,,,
2024-05-07,100.00,662 118.00,681 981.50,NBKR,,,,,,,,,,,,,,,,
2024-05-08,31.1035,211 119.50,214 286.00,NBKR,,,,,,,,,,,,,,,,
2024-05-08,100.00,668 473.50,688 527.50,NBKR,,,,,,,,,,,,,,,,
2024-05-08,10.00,68 814.00,68 951.50,NBKR,,,,,,,,,,,,,,,,
2024-05-08,1.00,7 995.00,8 035.00,NBKR,,,,,,,,,,,,,,,,
2024-05-08,2.00,14 713.50,14 772.50,NBKR,,,,,,,,,,,,,,,,
2024-05-08,5.00,34 862.00,34 966.50,NBKR,,,,,,,,,,,,,,,,
2024-05-10,1.00,7 999.00,8 039.00,NBKR,,,,,,,,,,,,,,,,
