Дата,"Мерные золотые слитки, г.","Цена обратного выкупа, сом","Цена продажи, сом",Год
11.09.2017,10.00,35 491.50,35 562.50,2017
11.09.2017,31.1035,107 613.50,107 721.00,2017
11.09.2017,100.00,300 112.00,300 412.00,2017
08.09.2017,1.00,4 451.50,4 474.00,2017
08.09.2017,2.00,7 802.00,7 833.00,2017
08.09.2017,5.00,18 137.50,18 192.00,2017
08.09.2017,10.00,35 429.50,35 500.50,2017
08.09.2017,31.1035,107 422.00,107 529.50,2017
08.09.2017,100.00,299 496.50,299 796.00,2017
07.09.2017,1.00,4 436.00,4 458.50,2017
07.09.2017,2.00,7 771.00,7 802.00,2017
07.09.2017,5.00,18 059.50,18 114.00,2017
07.09.2017,10.00,35 274.50,35 345.00,2017
07.09.2017,31.1035,106 939.50,107 046.00,2017
07.09.2017,100.00,297 945.00,298 243.00,2017
06.09.2017,1.00,4 431.00,4 453.00,2017
06.09.2017,2.00,7 761.00,7 792.00,2017
06.09.2017,5.00,18 034.50,18 088.50,2017
06.09.2017,10.00,35 224.00,35 294.00,2017
06.09.2017,31.1035,106 782.00,106 889.00,2017
06.09.2017,100.00,297 440.00,297 737.50,2017
05.09.2017,1.00,4 431.00,4 453.00,2017
05.09.2017,2.00,7 760.50,7 791.50,2017
05.09.2017,5.00,18 033.50,18 087.50,2017
05.09.2017,10.00,35 221.50,35 292.00,2017
05.09.2017,31.1035,106 775.50,106 882.50,2017
05.09.2017,100.00,297 418.50,297 716.00,2017
04.09.2017,1.00,4 406.50,4 428.50,2017
04.09.2017,2.00,7 712.00,7 743.00,2017
04.09.2017,5.00,17 911.50,17 965.50,2017
04.09.2017,10.00,34 978.50,35 048.50,2017
04.09.2017,31.1035,106 020.50,106 126.50,2017
04.09.2017,100.00,294 991.50,295 286.50,2017
30.08.2017,1.00,4 401.50,4 423.50,2017
30.08.2017,2.00,7 702.00,7 733.00,2017
30.08.2017,5.00,17 886.50,17 940.00,2017
30.08.2017,10.00,34 928.00,34 998.00,2017
30.08.2017,31.1035,105 864.00,105 970.00,2017
30.08.2017,100.00,294 488.50,294 782.50,2017
29.08.2017,1.00,4 329.00,4 350.50,2017
29.08.2017,2.00,7 556.50,7 587.00,2017
29.08.2017,5.00,17 520.50,17 573.00,2017
29.08.2017,10.00,34 196.00,34 264.50,2017
29.08.2017,31.1035,103 590.00,103 694.00,2017
29.08.2017,100.00,287 177.50,287 465.00,2017
28.08.2017,1.00,4 320.00,4 342.00,2017
28.08.2017,2.00,7 539.00,7 569.00,2017
28.08.2017,5.00,17 476.50,17 528.50,2017
28.08.2017,10.00,34 107.50,34 176.00,2017
28.08.2017,31.1035,103 316.00,103 419.50,2017
28.08.2017,100.00,286 296.00,286 582.00,2017
25.08.2017,1.00,4 332.00,4 353.50,2017
25.08.2017,2.00,7 562.50,7 593.00,2017
25.08.2017,5.00,17 536.00,17 588.50,2017
25.08.2017,10.00,34 226.50,34 295.00,2017
25.08.2017,31.1035,103 686.00,103 789.50,2017
25.08.2017,100.00,287 485.50,287 773.00,2017
24.08.2017,1.00,4 328.50,4 350.50,2017
24.08.2017,2.00,7 556.00,7 586.50,2017
24.08.2017,5.00,17 519.50,17 572.00,2017
24.08.2017,10.00,34 194.00,34 262.00,2017
24.08.2017,31.1035,103 583.50,103 687.00,2017
24.08.2017,100.00,287 156.50,287 443.50,2017
23.08.2017,1.00,4 326.00,4 347.50,2017
23.08.2017,2.00,7 551.00,7 581.00,2017
23.08.2017,5.00,17 505.50,17 558.50,2017
23.08.2017,10.00,34 166.50,34 235.00,2017
23.08.2017,31.1035,103 499.00,103 602.50,2017
23.08.2017,100.00,286 884.00,287 171.00,2017
22.08.2017,1.00,4 348.50,4 370.00,2017
22.08.2017,2.00,7 595.50,7 625.50,2017
22.08.2017,5.00,17 618.00,17 670.50,2017
22.08.2017,10.00,34 390.50,34 459.50,2017
22.08.2017,31.1035,104 195.00,104 299.00,2017
22.08.2017,100.00,289 121.50,289 410.50,2017
21.08.2017,1.00,4 355.00,4 376.50,2017
21.08.2017,2.00,7 608.50,7 639.00,2017
21.08.2017,5.00,17 651.50,17 704.50,2017
21.08.2017,10.00,34 457.50,34 526.50,2017
21.08.2017,31.1035,104 403.00,104 507.50,2017
21.08.2017,100.00,289 791.00,290 080.50,2017
18.08.2017,1.00,4 330.50,4 352.00,2017
18.08.2017,2.00,7 559.50,7 589.50,2017
18.08.2017,5.00,17 527.50,17 580.00,2017
18.08.2017,10.00,34 210.00,34 278.50,2017
18.08.2017,31.1035,103 633.50,103 737.00,2017
18.08.2017,100.00,287 316.50,287 604.00,2017
17.08.2017,1.00,4 303.00,4 324.50,2017
17.08.2017,2.00,7 504.50,7 534.50,2017
17.08.2017,5.00,17 389.50,17 441.50,2017
17.08.2017,10.00,33 934.00,34 002.00,2017
17.08.2017,31.1035,102 777.00,102 879.50,2017
17.08.2017,100.00,284 563.00,-,2017
16.08.2017,1.00,4 298.50,4 320.00,2017
16.08.2017,2.00,7 495.50,7 525.50,2017
16.08.2017,5.00,17 367.50,17 419.50,2017
16.08.2017,10.00,33 889.50,33 957.50,2017
16.08.2017,31.1035,102 639.00,102 741.50,2017
16.08.2017,100.00,284 119.50,-,2017
15.08.2017,1.00,4 333.00,4 354.50,2017
15.08.2017,2.00,7 564.50,7 594.50,2017
15.08.2017,5.00,17 540.00,17 592.50,2017
15.08.2017,10.00,34 235.00,34 303.50,2017
15.08.2017,31.1035,103 712.00,103 815.50,2017
15.08.2017,100.00,287 568.50,287 856.00,2017
14.08.2017,1.00,4 350.50,4 372.00,2017
14.08.2017,2.00,7 599.50,7 630.00,2017
14.08.2017,5.00,17 628.00,17 681.00,2017
14.08.2017,10.00,34 411.00,34 480.00,2017
14.08.2017,31.1035,104 259.00,104 363.00,2017
14.08.2017,100.00,289 327.00,289 616.50,2017
11.08.2017,1.00,4 356.00,4 378.00,2017
11.08.2017,2.00,7 611.00,7 641.00,2017
11.08.2017,5.00,17 656.50,17 709.50,2017
11.08.2017,10.00,34 468.50,34 537.50,2017
11.08.2017,31.1035,104 436.50,104 541.00,2017
11.08.2017,100.00,289 899.00,290 188.50,2017
10.08.2017,1.00,4 327.50,4 349.00,2017
10.08.2017,2.00,7 553.50,7 584.00,2017
10.08.2017,5.00,17 513.00,17 565.50,2017
10.08.2017,10.00,34 180.50,34 249.00,2017
10.08.2017,31.1035,103 542.50,103 646.00,2017
10.08.2017,100.00,287 024.50,287 311.50,2017
09.08.2017,1.00,4 304.00,4 326.00,2017
09.08.2017,2.00,7 507.00,7 537.00,2017
09.08.2017,5.00,17 396.00,17 448.50,2017
09.08.2017,10.00,33 947.50,34 015.00,2017
09.08.2017,31.1035,102 818.00,102 921.00,2017
09.08.2017,100.00,284 695.50,-,2017
08.08.2017,1.00,4 295.00,4 316.50,2017
08.08.2017,2.00,7 488.50,7 518.50,2017
08.08.2017,5.00,17 348.50,17 400.50,2017
08.08.2017,10.00,33 852.50,33 920.00,2017
08.08.2017,31.1035,102 523.00,102 625.50,2017
08.08.2017,100.00,283 747.00,-,2017
07.08.2017,1.00,4 297.00,4 318.50,2017
07.08.2017,2.00,7 492.50,7 522.50,2017
07.08.2017,5.00,17 359.00,17 411.00,2017
07.08.2017,10.00,33 872.50,33 940.50,2017
07.08.2017,31.1035,102 586.00,102 689.00,2017
07.08.2017,100.00,283 949.50,-,2017
04.08.2017,1.00,4 317.50,4 339.00,2017
04.08.2017,2.00,7 534.00,7 564.00,2017
04.08.2017,5.00,17 463.50,17 516.00,2017
04.08.2017,10.00,34 082.00,34 150.00,2017
04.08.2017,31.1035,103 236.00,103 339.00,2017
04.08.2017,100.00,286 039.00,286 325.00,2017
03.08.2017,1.00,4 295.00,4 316.50,2017
03.08.2017,2.00,7 489.00,7 519.00,2017
03.08.2017,5.00,17 350.00,17 402.00,2017
03.08.2017,10.00,33 854.50,33 922.50,2017
03.08.2017,31.1035,102 530.50,102 633.00,2017
03.08.2017,100.00,283 771.00,-,2017
02.08.2017,1.00,4 298.00,4 319.50,2017
02.08.2017,2.00,7 494.50,7 524.50,2017
02.08.2017,5.00,17 365.00,17 417.00,2017
02.08.2017,10.00,33 884.50,33 952.50,2017
02.08.2017,31.1035,102 623.50,102 726.00,2017
02.08.2017,100.00,284 069.00,284 353.00,2017
01.08.2017,1.00,4 289.00,4 310.50,2017
01.08.2017,2.00,7 477.00,7 507.00,2017
01.08.2017,5.00,17 320.00,17 372.00,2017
01.08.2017,10.00,33 794.50,33 862.00,2017
01.08.2017,31.1035,102 344.00,102 446.50,2017
01.08.2017,100.00,283 171.00,-,2017
31.07.2017,1.00,4 283.00,4 304.50,2017
31.07.2017,2.00,7 465.00,7 495.00,2017
31.07.2017,5.00,17 290.00,17 342.00,2017
31.07.2017,10.00,33 735.50,33 803.00,2017
31.07.2017,31.1035,102 160.50,102 262.50,2017
31.07.2017,100.00,282 580.50,-,2017
28.07.2017,1.00,4 276.00,4 297.00,2017
28.07.2017,2.00,7 450.50,7 480.00,2017
28.07.2017,5.00,17 253.00,17 305.00,2017
28.07.2017,10.00,33 661.50,33 729.00,2017
28.07.2017,31.1035,101 930.50,-,2017
28.07.2017,100.00,281 842.00,-,2017
27.07.2017,1.00,4 247.50,4 268.50,2017
27.07.2017,2.00,7 393.50,7 423.50,2017
27.07.2017,5.00,17 110.50,17 162.00,2017
27.07.2017,10.00,33 376.00,33 443.00,2017
27.07.2017,31.1035,101 044.50,-,2017
27.07.2017,100.00,278 993.00,-,2017
26.07.2017,1.00,4 252.50,4 274.00,2017
26.07.2017,2.00,7 404.00,7 433.50,2017
26.07.2017,5.00,17 136.50,17 188.00,2017
26.07.2017,10.00,33 428.00,33 495.00,2017
26.07.2017,31.1035,101 205.50,-,2017
26.07.2017,100.00,279 511.00,-,2017
25.07.2017,1.00,4 249.00,4 270.00,2017
25.07.2017,2.00,7 396.50,7 426.00,2017
25.07.2017,5.00,17 117.00,17 168.50,2017
25.07.2017,10.00,33 389.50,33 456.00,2017
25.07.2017,31.1035,101 085.00,-,2017
25.07.2017,100.00,279 124.00,-,2017
24.07.2017,1.00,4 255.50,4 276.50,2017
24.07.2017,2.00,7 409.50,7 439.00,2017
24.07.2017,5.00,17 150.00,17 201.00,2017
24.07.2017,10.00,33 454.50,33 521.50,2017
24.07.2017,31.1035,101 288.00,-,2017
24.07.2017,100.00,279 776.00,-,2017
21.07.2017,1.00,4 233.50,4 254.50,2017
21.07.2017,2.00,7 366.00,7 395.50,2017
21.07.2017,5.00,17 040.50,17 091.50,2017
21.07.2017,10.00,33 236.00,33 302.50,2017
21.07.2017,31.1035,100 610.00,-,2017
21.07.2017,100.00,277 595.50,-,2017
20.07.2017,1.00,4 241.00,4 262.50,2017
20.07.2017,2.00,7 381.00,7 410.50,2017
20.07.2017,5.00,17 079.00,17 130.00,2017
20.07.2017,10.00,33 312.50,33 379.50,2017
20.07.2017,31.1035,100 847.50,-,2017
20.07.2017,100.00,278 359.50,-,2017
19.07.2017,1.00,4 253.50,4 274.50,2017
19.07.2017,2.00,7 405.50,7 435.00,2017
19.07.2017,5.00,17 140.00,17 191.50,2017
19.07.2017,10.00,33 435.00,33 502.00,2017
19.07.2017,31.1035,101 227.00,-,2017
19.07.2017,100.00,279 580.00,-,2017
18.07.2017,1.00,4 246.50,4 267.50,2017
18.07.2017,2.00,7 391.50,7 421.00,2017
18.07.2017,5.00,17 105.50,17 156.50,2017
18.07.2017,10.00,33 365.50,33 432.50,2017
18.07.2017,31.1035,101 011.50,-,2017
18.07.2017,100.00,278 887.50,-,2017
17.07.2017,1.00,4 240.00,4 261.00,2017
17.07.2017,2.00,7 378.50,7 408.00,2017
17.07.2017,5.00,17 072.50,17 123.50,2017
17.07.2017,10.00,33 300.00,33 366.50,2017
17.07.2017,31.1035,100 808.00,-,2017
17.07.2017,100.00,278 232.00,-,2017
14.07.2017,1.00,4 218.50,4 239.50,2017
14.07.2017,2.00,7 335.50,7 365.00,2017
14.07.2017,5.00,16 964.50,17 015.50,2017
14.07.2017,10.00,33 084.00,33 150.50,2017
14.07.2017,31.1035,100 137.50,-,2017
14.07.2017,100.00,276 078.00,-,2017
13.07.2017,1.00,4 218.00,4 239.50,2017
13.07.2017,2.00,7 335.00,7 364.50,2017
13.07.2017,5.00,16 963.00,17 014.00,2017
13.07.2017,10.00,33 081.50,33 147.50,2017
13.07.2017,31.1035,100 129.00,-,2017
13.07.2017,100.00,276 050.00,-,2017
12.07.2017,1.00,4 202.00,4 223.00,2017
12.07.2017,2.00,7 302.50,7 332.00,2017
12.07.2017,5.00,16 881.50,16 932.50,2017
12.07.2017,10.00,27 144.00,-,2017
12.07.2017,31.1035,99 622.50,-,2017
12.07.2017,100.00,274 421.00,-,2017
11.07.2017,1.00,4 204.00,4 225.00,2017
11.07.2017,2.00,7 307.00,7 336.50,2017
11.07.2017,5.00,16 892.50,16 943.50,2017
11.07.2017,10.00,32 940.50,33 006.50,2017
11.07.2017,31.1035,99 691.50,-,2017
11.07.2017,100.00,274 643.00,-,2017
10.07.2017,1.00,4 213.00,4 234.00,2017
10.07.2017,2.00,7 325.00,7 354.00,2017
10.07.2017,5.00,16 937.50,16 988.50,2017
10.07.2017,10.00,33 030.50,33 096.50,2017
10.07.2017,31.1035,99 970.50,-,2017
10.07.2017,100.00,275 539.50,-,2017
07.07.2017,1.00,4 233.50,4 255.00,2017
07.07.2017,2.00,7 366.00,7 395.50,2017
07.07.2017,5.00,17 041.50,17 092.50,2017
07.07.2017,10.00,33 237.50,33 304.00,2017
07.07.2017,31.1035,100 614.50,-,2017
07.07.2017,100.00,277 610.50,-,2017
06.07.2017,1.00,4 222.50,4 243.50,2017
06.07.2017,2.00,7 344.00,7 373.00,2017
06.07.2017,5.00,16 985.00,17 036.00,2017
06.07.2017,10.00,33 125.00,33 191.00,2017
06.07.2017,31.1035,100 264.00,-,2017
06.07.2017,100.00,276 484.50,-,2017
05.07.2017,1.00,4 229.50,4 250.50,2017
05.07.2017,2.00,7 358.00,7 387.50,2017
05.07.2017,5.00,17 020.50,17 071.50,2017
05.07.2017,10.00,33 196.00,33 262.00,2017
05.07.2017,31.1035,100 484.00,-,2017
05.07.2017,100.00,277 191.50,-,2017
04.07.2017,1.00,4 233.50,4 254.50,2017
04.07.2017,2.00,7 365.50,7 395.00,2017
04.07.2017,5.00,17 039.00,17 090.50,2017
04.07.2017,10.00,33 233.50,33 300.00,2017
04.07.2017,31.1035,100 601.00,-,2017
04.07.2017,100.00,277 567.00,-,2017
03.07.2017,1.00,4 256.50,4 278.00,2017
03.07.2017,2.00,7 412.00,7 441.50,2017
03.07.2017,5.00,17 156.50,17 208.00,2017
03.07.2017,10.00,33 468.00,33 535.00,2017
03.07.2017,31.1035,101 330.00,-,2017
03.07.2017,100.00,279 911.00,-,2017
30.06.2017,1.00,4 255.50,4 277.00,2017
30.06.2017,2.00,7 410.00,7 439.50,2017
30.06.2017,5.00,17 151.00,17 202.50,2017
30.06.2017,10.00,33 457.50,33 524.00,2017
30.06.2017,31.1035,101 296.50,-,2017
30.06.2017,100.00,279 803.00,-,2017
29.06.2017,1.00,4 256.00,4 277.50,2017
29.06.2017,2.00,7 411.00,7 441.00,2017
29.06.2017,5.00,17 154.50,17 206.00,2017
29.06.2017,10.00,33 464.50,33 531.50,2017
29.06.2017,31.1035,101 318.50,-,2017
29.06.2017,100.00,279 873.50,-,2017
28.06.2017,1.00,4 260.50,4 281.50,2017
28.06.2017,2.00,7 419.50,7 449.50,2017
28.06.2017,5.00,17 175.50,17 227.00,2017
28.06.2017,10.00,33 506.50,33 573.50,2017
28.06.2017,31.1035,101 449.00,-,2017
28.06.2017,100.00,280 293.00,-,2017
27.06.2017,1.00,4 248.00,4 269.00,2017
27.06.2017,2.00,7 394.50,7 424.50,2017
27.06.2017,5.00,17 113.00,17 164.50,2017
27.06.2017,10.00,33 381.50,33 448.00,2017
27.06.2017,31.1035,101 060.50,-,2017
27.06.2017,100.00,279 044.50,-,2017
23.06.2017,1.00,4 259.50,4 280.50,2017
23.06.2017,2.00,7 417.50,7 447.00,2017
23.06.2017,5.00,17 170.50,17 222.00,2017
23.06.2017,10.00,33 496.00,33 563.00,2017
23.06.2017,31.1035,101 416.50,-,2017
23.06.2017,100.00,280 189.50,-,2017
22.06.2017,1.00,4 232.00,4 253.00,2017
22.06.2017,2.00,7 362.50,7 392.00,2017
22.06.2017,5.00,17 032.00,17 083.00,2017
22.06.2017,10.00,33 219.00,33 285.50,2017
22.06.2017,31.1035,100 556.50,-,2017
22.06.2017,100.00,277 424.50,-,2017
21.06.2017,1.00,4 227.50,4 248.50,2017
21.06.2017,2.00,7 353.50,7 383.00,2017
21.06.2017,5.00,17 009.50,17 060.50,2017
21.06.2017,10.00,33 173.50,33 240.00,2017
21.06.2017,31.1035,100 415.50,-,2017
21.06.2017,100.00,276 971.50,-,2017
20.06.2017,1.00,4 240.50,4 261.50,2017
20.06.2017,2.00,7 379.50,7 409.00,2017
20.06.2017,5.00,17 075.00,17 126.00,2017
20.06.2017,10.00,33 305.00,33 371.50,2017
20.06.2017,31.1035,100 823.00,-,2017
20.06.2017,100.00,278 282.00,-,2017
19.06.2017,1.00,4 256.50,4 277.50,2017
19.06.2017,2.00,7 411.50,7 441.00,2017
19.06.2017,5.00,17 155.00,17 206.50,2017
19.06.2017,10.00,33 465.00,33 532.00,2017
19.06.2017,31.1035,101 320.00,-,2017
19.06.2017,100.00,279 878.50,-,2017
16.06.2017,1.00,4 253.50,4 275.00,2017
16.06.2017,2.00,7 406.00,7 435.50,2017
16.06.2017,5.00,17 141.50,17 193.00,2017
16.06.2017,10.00,33 438.00,33 505.00,2017
16.06.2017,31.1035,101 237.00,-,2017
16.06.2017,100.00,279 612.00,-,2017
15.06.2017,1.00,4 300.00,4 321.50,2017
15.06.2017,2.00,7 499.00,7 529.00,2017
15.06.2017,5.00,17 376.00,17 428.00,2017
15.06.2017,10.00,33 907.00,33 975.00,2017
15.06.2017,31.1035,102 693.50,102 796.00,2017
15.06.2017,100.00,284 294.00,-,2017
14.06.2017,1.00,4 269.00,4 290.50,2017
14.06.2017,2.00,7 437.00,7 466.50,2017
14.06.2017,5.00,17 219.50,17 271.00,2017
14.06.2017,10.00,33 593.50,33 661.00,2017
14.06.2017,31.1035,101 720.00,101 821.50,2017
14.06.2017,100.00,281 165.00,-,2017
13.06.2017,1.00,4 277.00,4 298.50,2017
13.06.2017,2.00,7 453.00,7 483.00,2017
13.06.2017,5.00,17 260.00,17 312.00,2017
13.06.2017,10.00,33 675.00,33 742.50,2017
13.06.2017,31.1035,101 972.50,102 074.50,2017
13.06.2017,100.00,281 977.00,-,2017
12.06.2017,1.00,4 275.50,4 296.50,2017
12.06.2017,2.00,7 449.50,7 479.00,2017
12.06.2017,5.00,17 250.50,17 302.50,2017
12.06.2017,10.00,33 656.50,33 724.00,2017
12.06.2017,31.1035,101 915.00,102 016.50,2017
12.06.2017,100.00,281 791.00,282 073.00,2017
09.06.2017,1.00,4 288.00,4 309.00,2017
09.06.2017,2.00,7 474.50,7 504.00,2017
09.06.2017,5.00,17 313.50,17 365.00,2017
09.06.2017,10.00,33 781.50,33 849.00,2017
09.06.2017,31.1035,102 303.50,102 406.00,2017
09.06.2017,100.00,283 414.00,283 697.50,2017
08.06.2017,1.00,4 326.00,4 347.50,2017
08.06.2017,2.00,7 550.50,7 580.50,2017
08.06.2017,5.00,17 504.50,17 557.00,2017
08.06.2017,10.00,34 164.00,34 232.50,2017
08.06.2017,31.1035,103 491.50,103 595.00,2017
08.06.2017,100.00,287 233.00,287 520.00,2017
07.06.2017,1.00,4 329.50,4 351.50,2017
07.06.2017,2.00,7 558.00,7 588.50,2017
07.06.2017,5.00,17 524.50,17 577.00,2017
07.06.2017,10.00,34 203.50,34 272.00,2017
07.06.2017,31.1035,103 614.00,103 717.50,2017
07.06.2017,100.00,287 627.00,287 915.00,2017
06.06.2017,1.00,4 299.50,4 321.00,2017
06.06.2017,2.00,7 498.00,7 528.00,2017
06.06.2017,5.00,17 372.50,17 424.50,2017
06.06.2017,10.00,33 900.00,33 968.00,2017
06.06.2017,31.1035,102 671.50,102 774.00,2017
06.06.2017,100.00,284 597.50,284 882.00,2017
05.06.2017,1.00,4 285.50,4 307.00,2017
05.06.2017,2.00,7 470.00,7 500.00,2017
05.06.2017,5.00,17 303.00,17 354.50,2017
05.06.2017,10.00,33 760.50,33 828.00,2017
05.06.2017,31.1035,102 238.50,102 340.50,2017
05.06.2017,100.00,283 204.50,283 487.50,2017
02.06.2017,1.00,4 261.50,4 282.50,2017
02.06.2017,2.00,7 421.50,7 451.00,2017
02.06.2017,5.00,17 180.00,17 231.50,2017
02.06.2017,10.00,33 515.00,33 582.50,2017
02.06.2017,31.1035,101 476.50,101 578.00,2017
02.06.2017,100.00,280 754.50,281 035.50,2017
01.06.2017,1.00,4 262.50,4 284.00,2017
01.06.2017,2.00,7 423.50,7 453.50,2017
01.06.2017,5.00,17 186.00,17 237.50,2017
01.06.2017,10.00,33 527.00,33 594.00,2017
01.06.2017,31.1035,101 513.50,101 615.00,2017
01.06.2017,100.00,280 873.50,281 154.50,2017
31.05.2017,1.00,4 254.00,4 275.50,2017
31.05.2017,2.00,7 407.00,7 436.50,2017
31.05.2017,5.00,17 144.00,17 195.00,2017
31.05.2017,10.00,33 442.50,33 509.50,2017
31.05.2017,31.1035,101 250.50,101 352.00,2017
31.05.2017,100.00,280 029.00,280 309.50,2017
30.05.2017,1.00,4 258.00,4 279.50,2017
30.05.2017,2.00,7 414.50,7 444.50,2017
30.05.2017,5.00,17 163.50,17 215.00,2017
30.05.2017,10.00,33 482.00,33 549.00,2017
30.05.2017,31.1035,101 372.50,101 474.00,2017
30.05.2017,100.00,280 421.50,280 702.00,2017
29.05.2017,1.00,4 255.00,4 276.50,2017
29.05.2017,2.00,7 409.00,7 439.00,2017
29.05.2017,5.00,17 149.50,17 201.00,2017
29.05.2017,10.00,33 454.00,33 521.00,2017
29.05.2017,31.1035,101 285.50,101 387.00,2017
29.05.2017,100.00,280 141.50,280 421.50,2017
26.05.2017,1.00,4 237.50,4 259.00,2017
26.05.2017,2.00,7 374.00,7 403.50,2017
26.05.2017,5.00,17 060.50,17 112.00,2017
26.05.2017,10.00,33 276.50,33 343.00,2017
26.05.2017,31.1035,100 734.50,100 835.50,2017
26.05.2017,100.00,278 370.50,278 648.50,2017
25.05.2017,1.00,4 227.50,4 248.50,2017
25.05.2017,2.00,7 353.50,7 383.00,2017
25.05.2017,5.00,17 010.00,17 061.00,2017
25.05.2017,10.00,33 175.00,33 241.50,2017
25.05.2017,31.1035,100 420.00,100 520.50,2017
25.05.2017,100.00,277 359.00,277 636.00,2017
24.05.2017,1.00,4 241.00,4 262.00,2017
24.05.2017,2.00,7 380.50,7 410.00,2017
24.05.2017,5.00,17 077.50,17 129.00,2017
24.05.2017,10.00,33 310.50,33 377.00,2017
24.05.2017,31.1035,100 840.00,100 941.00,2017
24.05.2017,100.00,278 709.00,278 987.50,2017
23.05.2017,1.00,4 240.50,4 261.50,2017
23.05.2017,2.00,7 379.50,7 409.00,2017
23.05.2017,5.00,17 075.00,17 126.00,2017
23.05.2017,10.00,33 305.00,33 371.50,2017
23.05.2017,31.1035,100 823.00,100 924.00,2017
23.05.2017,100.00,278 654.50,278 933.00,2017
22.05.2017,1.00,4 225.50,4 246.50,2017
22.05.2017,2.00,7 349.50,7 379.00,2017
22.05.2017,5.00,16 999.00,17 050.00,2017
22.05.2017,10.00,33 153.50,33 219.50,2017
22.05.2017,31.1035,100 352.50,100 452.50,2017
22.05.2017,100.00,277 141.50,277 418.50,2017
19.05.2017,1.00,4 231.00,4 252.00,2017
19.05.2017,2.00,7 360.50,7 390.00,2017
19.05.2017,5.00,17 027.50,17 078.50,2017
19.05.2017,10.00,33 210.00,33 276.00,2017
19.05.2017,31.1035,100 527.50,100 628.00,2017
19.05.2017,100.00,277 705.00,277 982.50,2017
18.05.2017,1.00,4 228.50,4 249.50,2017
18.05.2017,2.00,7 355.50,7 385.00,2017
18.05.2017,5.00,17 014.50,17 065.50,2017
18.05.2017,10.00,33 184.00,33 250.50,2017
18.05.2017,31.1035,100 447.50,100 548.00,2017
18.05.2017,100.00,277 447.00,277 724.50,2017
17.05.2017,1.00,4 179.50,4 200.50,2017
17.05.2017,2.00,7 258.00,7 287.00,2017
17.05.2017,5.00,16 769.00,16 819.50,2017
17.05.2017,10.00,32 693.50,32 758.50,2017
17.05.2017,31.1035,98 924.00,99 023.00,2017
17.05.2017,100.00,272 548.50,272 821.00,2017
16.05.2017,1.00,4 179.00,4 200.00,2017
16.05.2017,2.00,7 257.00,7 286.00,2017
16.05.2017,5.00,16 766.00,16 816.50,2017
16.05.2017,10.00,32 687.50,32 753.00,2017
16.05.2017,31.1035,98 905.50,99 004.50,2017
16.05.2017,100.00,272 490.00,272 762.50,2017
15.05.2017,1.00,4 175.00,4 195.50,2017
15.05.2017,2.00,7 248.50,7 277.50,2017
15.05.2017,5.00,16 745.00,16 795.50,2017
15.05.2017,10.00,32 645.00,32 710.50,2017
15.05.2017,31.1035,98 774.00,98 873.00,2017
15.05.2017,100.00,272 067.00,272 339.50,2017
13.05.2017,1.00,4 177.50,4 198.00,2017
13.05.2017,2.00,7 253.50,7 282.50,2017
13.05.2017,5.00,16 757.50,16 808.00,2017
13.05.2017,10.00,32 670.50,32 735.50,2017
13.05.2017,31.1035,98 852.50,98 951.50,2017
13.05.2017,100.00,272 319.00,272 591.50,2017
12.05.2017,1.00,4 165.00,4 185.50,2017
12.05.2017,2.00,7 228.50,7 257.50,2017
12.05.2017,5.00,16 695.00,16 745.00,2017
12.05.2017,10.00,32 545.00,32 610.00,2017
12.05.2017,31.1035,98 462.50,98 561.00,2017
12.05.2017,100.00,271 065.00,271 336.00,2017
11.05.2017,1.00,4 155.00,4 176.00,2017
11.05.2017,2.00,7 209.00,7 238.00,2017
11.05.2017,5.00,16 646.00,16 696.00,2017
11.05.2017,10.00,32 447.00,32 512.00,2017
11.05.2017,31.1035,98 158.50,98 256.50,2017
11.05.2017,100.00,270 088.00,270 358.00,2017
10.05.2017,1.00,4 145.50,4 166.50,2017
10.05.2017,2.00,7 190.00,7 219.00,2017
10.05.2017,5.00,16 598.50,16 648.50,2017
10.05.2017,10.00,32 352.50,32 417.00,2017
10.05.2017,31.1035,97 864.50,97 962.50,2017
10.05.2017,100.00,269 142.50,269 412.00,2017
04.05.2017,1.00,4 212.50,4 233.50,2017
04.05.2017,2.00,7 323.50,7 353.00,2017
04.05.2017,5.00,16 934.50,16 985.50,2017
04.05.2017,10.00,33 024.50,33 090.50,2017
04.05.2017,31.1035,99 951.50,100 051.50,2017
04.05.2017,100.00,275 852.50,276 128.50,2017
03.05.2017,1.00,4 226.50,4 247.50,2017
03.05.2017,2.00,7 351.50,7 380.50,2017
03.05.2017,5.00,17 004.00,17 055.00,2017
03.05.2017,10.00,33 163.00,33 229.00,2017
03.05.2017,31.1035,100 381.50,100 482.00,2017
03.05.2017,100.00,277 235.50,277 512.50,2017
02.05.2017,1.00,4 240.00,4 261.00,2017
02.05.2017,2.00,7 378.50,7 408.00,2017
02.05.2017,5.00,17 073.00,17 124.00,2017
02.05.2017,10.00,33 301.00,33 367.50,2017
02.05.2017,31.1035,100 810.50,100 911.00,2017
02.05.2017,100.00,278 613.50,278 892.00,2017
28.04.2017,1.00,4 221.50,4 243.00,2017
28.04.2017,2.00,7 342.00,7 371.50,2017
28.04.2017,5.00,16 981.00,17 032.00,2017
28.04.2017,10.00,33 117.00,33 183.00,2017
28.04.2017,31.1035,100 239.00,100 339.00,2017
28.04.2017,100.00,276 776.00,277 053.00,2017
27.04.2017,1.00,4 215.00,4 236.50,2017
