Дата,Kyrgyz_Altyn_Slitok_1_Цена_обратного_выкупа,Kyrgyz_Altyn_Slitok_1_Цена_продажи,Kyrgyz_Altyn_Slitok_2_Цена_обратного_выкупа,Kyrgyz_Altyn_Slitok_2_Цена_продажи,Kyrgyz_Altyn_Slitok_5_Цена_обратного_выкупа,Kyrgyz_Altyn_Slitok_5_Цена_продажи,Kyrgyz_Altyn_Slitok_10_Цена_обратного_выкупа,Kyrgyz_Altyn_Slitok_10_Цена_продажи,Kyrgyz_Altyn_Slitok_20_Цена_обратного_выкупа,Kyrgyz_Altyn_Slitok_20_Цена_продажи,Kyrgyz_Altyn_Slitok_31_Цена_обратного_выкупа,Kyrgyz_Altyn_Slitok_31_Цена_продажи,Kyrgyz_Altyn_Slitok_50_Цена_обратного_выкупа,Kyrgyz_Altyn_Slitok_50_Цена_продажи,Kyrgyz_Altyn_Slitok_100_Цена_обратного_выкупа,Kyrgyz_Altyn_Slitok_100_Цена_продажи,Kyrgyz_Altyn_Slitok_1000_Цена_обратного_выкупа,Kyrgyz_Altyn_Slitok_1000_Цена_продажи,NBKR_Slitok_1_Цена_обратного_выкупа,NBKR_Slitok_1_Цена_продажи,NBKR_Slitok_2_Цена_обратного_выкупа,NBKR_Slitok_2_Цена_продажи,NBKR_Slitok_5_Цена_обратного_выкупа,NBKR_Slitok_5_Цена_продажи,NBKR_Slitok_10_Цена_обратного_выкупа,NBKR_Slitok_10_Цена_продажи,NBKR_Slitok_31_Цена_обратного_выкупа,NBKR_Slitok_31_Цена_продажи,NBKR_Slitok_100_Цена_обратного_выкупа,NBKR_Slitok_100_Цена_продажи,Optima_Покупка_EUR_Безналичные,Optima_Покупка_KZT_Безналичные,Optima_Покупка_RUB_Безналичные,Optima_Покупка_USD_Безналичные,Optima_Продажа_EUR_Безналичные,Optima_Продажа_KZT_Безналичные,Optima_Продажа_RUB_Безналичные,Optima_Продажа_USD_Безналичные
2024-03-04,,,,,,,,,,,,,,,,,,,7285.5,7322.0,13294.5,13348.0,31292.0,31386.0,61674.5,61798.0,188947.5,191781.5,597191.0,615106.5,,,,,,,,
2024-03-02,,,,,,,,,,,,,,,,,,,7285.5,7321.5,13294.0,13347.0,31290.0,31384.0,61670.5,61794.0,188935.0,191769.0,597150.5,615065.0,,,,,,,,
2024-03-01,,,,,,,,,,,,,,,,,,,7281.5,7318.0,13286.5,13339.5,31272.0,31365.5,61634.0,61757.5,188821.5,191653.5,596785.5,614689.0,,,,,,,,
2024-02-29,,,,,,,,,,,,,,,,,,,7237.5,7274.0,13198.5,13251.0,31050.5,31143.5,61191.0,61313.5,187445.5,190257.0,592361.5,610132.0,,,,,,,,
2024-02-28,,,,,,,,,,,,,,,,,,,7245.0,7281.5,13213.5,13266.0,31087.5,31181.0,61266.0,61388.5,187678.0,190493.0,593109.0,610902.0,,,,,,,,
2024-02-27,,,,,,,,,,,,,,,,,,,7222.5,7258.5,13168.5,13221.0,30974.5,31067.5,61040.0,61162.0,186976.0,189780.5,590852.0,608577.5,,,,,,,,
2024-02-26,,,,,,,,,,,,,,,,,,,7223.5,7259.5,13170.0,13222.5,30978.5,31071.0,61047.0,61169.0,186998.0,189803.0,590923.5,608651.5,,,,,,,,
2024-02-22,,,,,,,,,,,,,,,,,,,7221.5,7257.5,13166.0,13218.5,30968.0,31061.0,61027.0,61149.0,186935.5,189739.5,590722.5,608444.0,,,,,,,,
2024-02-21,,,,,,,,,,,,,,,,,,,7228.0,7264.0,13179.5,13232.0,31002.0,31095.0,61094.5,61216.5,187145.5,189953.0,591398.0,609140.0,,,,,,,,
2024-02-20,,,,,,,,,,,,,,,,,,,7193.5,7229.5,13110.5,13162.5,30828.5,30921.0,60747.5,60869.0,186068.0,188859.0,587933.5,605571.5,,,,,,,,
2024-02-19,,,,,,,,,,,,,,,,,,,7138.5,7174.5,13000.5,13052.5,30553.0,30644.5,60196.0,60316.5,184355.5,187121.0,582427.5,599900.5,,,,,,,,
2024-02-16,,,,,,,,,,,,,,,,,,,7156.5,7192.0,13036.0,13088.0,30641.5,30733.5,60373.0,60494.0,184905.5,187679.0,584196.0,601721.5,,,,,,,,
2024-02-15,,,,,,,,,,,,,,,,,,,7102.0,7137.5,12927.5,12979.0,30368.5,30459.5,59827.5,60139.0,183211.0,185959.0,578747.5,596110.0,,,,,,,,
2024-02-14,,,,,,,,,,,,,,,,,,,7133.5,7169.5,12990.5,13042.5,30527.0,30618.5,60144.5,60264.5,184194.5,186957.5,581910.0,599367.5,,,,,,,,
2024-02-13,,,,,,,,,,,,,,,,,,,7188.5,7224.0,13099.5,13152.0,30802.0,30894.5,60694.5,60815.5,185902.5,188691.0,587401.5,605023.5,,,,,,,,
2024-02-12,,,,,,,,,,,,,,,,,,,7212.0,7248.0,13147.0,13200.0,30921.5,31014.0,60933.5,61055.0,186645.0,189444.5,589788.0,607481.5,,,,,,,,
2024-02-09,,,,,,,,,,,,,,,,,,,7226.5,7263.0,13176.5,13229.5,30995.5,31088.5,61081.5,61204.0,187105.5,189912.0,591268.5,609007.0,,,,,,,,
2024-02-08,,,,,,,,,,,,,,,,,,,7264.0,7300.0,13251.0,13304.0,31182.0,31275.5,61454.5,61577.5,188263.5,191087.5,594992.0,612842.0,,,,,,,,
2024-02-07,,,,,,,,,,,,,,,,,,,7233.0,7269.0,13189.0,13242.0,31026.5,31119.5,61143.5,61266.0,187297.5,190107.0,591887.0,609643.5,,,,,,,,
2024-02-06,,,,,,,,,,,,,,,,,,,7196.5,7232.0,13115.5,13168.0,30842.0,30934.5,60775.0,60896.5,186153.0,188945.5,588206.5,605853.0,,,,,,,,
2024-02-05,,,,,,,,,,,,,,,,,,,7235.5,7271.5,13194.0,13246.5,31038.5,31132.0,61168.0,61290.5,187373.5,190184.0,592130.5,609894.5,,,,,,,,
2024-02-02,,,,,,,,,,,,,,,,,,,7269.0,7305.0,13260.5,13314.0,31207.0,31300.5,61504.5,61627.5,188418.5,191245.0,595490.5,613355.0,,,,,,,,
2024-02-01,,,,,,,,,,,,,,,,,,,7290.0,7326.5,13303.0,13356.0,31313.5,31407.5,61717.5,61840.5,189079.5,191916.0,597615.5,615544.0,,,,,,,,
2024-01-31,,,,,,,,,,,,,,,,,,,7261.0,7297.0,13244.5,13297.5,31166.5,31260.0,61424.0,61546.5,188168.5,190991.0,594686.5,612527.0,,,,,,,,
2024-01-30,,,,,,,,,,,,,,,,,,,7202.0,7238.0,13127.5,13180.0,30871.0,30964.0,60833.0,60954.5,186333.0,189128.0,588785.0,606449.0,,,,,,,,
2024-01-29,,,,,,,,,,,,,,,,,,,7190.5,7226.5,13104.0,13156.5,30813.0,30905.5,60716.5,60838.0,185971.0,188761.0,587622.0,605251.0,,,,,,,,
2024-01-27,,,,,,,,,,,,,,,,,,,7190.5,7226.5,13104.0,13156.5,30813.0,30905.5,60716.5,60838.0,185971.0,188761.0,587622.0,605251.0,,,,,,,,
2024-01-26,,,,,,,,,,,,,,,,,,,7205.5,7241.5,13134.5,13187.0,30889.0,30982.0,60869.0,60990.5,186444.5,189241.5,589144.0,606818.5,,,,,,,,
2024-01-25,,,,,,,,,,,,,,,,,,,7208.0,7244.0,13139.0,13191.5,30900.5,30993.0,60891.5,61013.0,186515.0,189312.5,589370.0,607051.0,,,,,,,,
2024-01-24,,,,,,,,,,,,,,,,,,,7201.5,7237.5,13126.0,13178.5,30868.0,30960.5,60826.5,60948.5,186313.5,189108.5,588723.0,606385.0,,,,,,,,
2024-01-23,,,,,,,,,,,,,,,,,,,7198.5,7234.5,13120.5,13173.0,30854.0,30946.5,60799.0,60920.5,186227.0,189020.5,588445.0,606098.0,,,,,,,,
2024-01-22,,,,,,,,,,,,,,,,,,,7219.0,7255.5,13161.5,13214.0,30957.5,31050.0,61005.0,61127.0,186868.5,189671.5,590506.5,608221.5,,,,,,,,
2024-01-19,,,,,,,,,,,,,,,,,,,7174.5,7210.0,13072.0,13124.0,30731.5,30824.0,60554.0,60675.0,185466.5,188248.5,585999.0,603578.5,,,,,,,,
2024-01-18,,,,,,,,,,,,,,,,,,,7169.5,7205.5,13062.5,13114.5,30708.0,30800.0,60506.5,60627.5,185319.5,188099.5,585527.0,603092.5,,,,,,,,
2024-01-17,,,,,,,,,,,,,,,,,,,7246.5,7283.0,13216.0,13269.0,31095.0,31188.5,61280.5,61403.0,187723.5,190539.5,593256.0,611053.5,,,,,,,,
2024-01-16,,,,,,,,,,,,,,,,,,,7280.5,7316.5,13284.0,13337.0,31265.0,31359.0,61621.0,61744.0,188780.5,191612.0,596653.5,614553.0,,,,,,,,
2024-01-15,,,,,,,,,,,,,,,,,,,7297.0,7333.5,13317.0,13370.0,31348.0,31442.0,61786.5,61910.0,189294.0,192133.5,598304.5,616254.0,,,,,,,,
2024-01-12,,,,,,,,,,,,,,,,,,,7221.0,7257.0,13165.5,13218.0,30967.0,31059.5,61024.0,61146.0,186927.0,189731.0,590695.0,608415.5,,,,,,,,
2024-01-11,,,,,,,,,,,,,,,,,,,7214.0,7250.0,13151.5,13204.0,30932.0,31025.0,60954.5,61076.5,186711.0,189511.5,590000.0,607700.0,,,,,,,,
2024-01-10,,,,,,,,,,,,,,,,,,,7235.0,7271.0,13193.0,13246.0,31037.0,31130.0,61164.0,61286.5,187362.0,190172.0,592093.0,609855.5,,,,,,,,
2024-01-09,,,,,,,,,,,,,,,,,,,7193.5,7229.5,13110.0,13162.5,30827.5,30920.0,60745.5,60867.0,186062.0,188853.0,587914.0,605551.5,,,,,,,,
2024-01-08,,,,,,,,,,,,,,,,,,,7283.5,7319.5,13290.0,13343.0,31280.5,31374.0,61651.0,61774.5,188874.0,191707.0,596954.0,614862.5,,,,,,,,
2023-12-29,,,,,,,,,,,,,,,,,,,7344.5,7381.5,13412.5,13466.0,31589.0,31683.5,62268.0,62392.5,190790.5,193652.0,603115.5,621209.0,,,,,,,,
2023-12-28,,,,,,,,,,,,,,,,,,,7317.0,7353.5,13357.0,13410.0,31448.5,31543.0,61987.5,62111.5,189919.0,192767.5,600314.0,618323.0,,,,,,,,
2023-12-27,,,,,,,,,,,,,,,,,,,7276.0,7312.5,13275.0,13328.5,31243.5,31337.0,61577.5,61700.5,188645.5,191475.0,596219.0,614105.5,,,,,,,,
2023-12-26,,,,,,,,,,,,,,,,,,,7286.5,7323.0,13296.0,13349.0,31295.5,31389.5,61682.0,61805.0,188969.5,191804.0,597261.5,615179.0,,,,,,,,
2023-12-25,,,,,,,,,,,,,,,,,,,7290.5,7327.0,13304.0,13357.0,31315.5,31409.5,61722.0,61845.5,189094.0,191930.5,597662.5,615592.5,,,,,,,,
2023-12-22,,,,,,,,,,,,,,,,,,,7228.5,7264.5,13180.0,13233.0,31004.5,31097.5,61099.0,61221.5,187160.0,189967.5,591444.0,609187.5,,,,,,,,
2023-12-21,,,,,,,,,,,,,,,,,,,7209.5,7246.0,13142.5,13195.0,30910.0,31002.5,60910.5,61032.0,186573.5,189372.5,589559.0,607246.0,,,,,,,,
2023-12-20,,,,,,,,,,,,,,,,,,,7236.0,7272.5,13195.5,13248.0,31042.5,31135.5,61175.5,61298.0,187397.5,190208.5,592207.5,609974.0,,,,,,,,
2023-12-19,,,,,,,,,,,,,,,,,,,7188.5,7224.5,13100.5,13153.0,30804.0,30896.5,60698.5,60820.0,185916.0,188705.0,587444.5,605068.0,,,,,,,,
2023-12-18,,,,,,,,,,,,,,,,,,,7211.5,7247.5,13146.0,13198.5,30918.5,31011.0,60927.0,61049.0,186625.5,189425.0,589726.0,607418.0,,,,,,,,
2023-12-15,,,,,,,,,,,,,,,,,,,7253.5,7290.0,13230.5,13283.5,31131.0,31224.5,61353.0,61475.5,187948.0,190767.0,593977.0,611796.5,,,,,,,,
2023-12-14,,,,,,,,,,,,,,,,,,,7080.0,7115.5,12883.5,12935.0,30257.5,30348.5,59606.0,59725.0,182522.5,185260.0,576534.0,593830.0,,,,,,,,
2023-12-13,,,,,,,,,,,,,,,,,,,7083.0,7118.5,12889.0,12940.5,30272.0,30363.0,59635.0,59754.0,182613.0,185352.0,576825.0,594129.5,,,,,,,,
2023-12-12,,,,,,,,,,,,,,,,,,,7099.5,7135.0,12922.5,12974.0,30355.5,30446.5,59802.0,59921.5,183131.0,185878.0,578490.5,595845.0,,,,,,,,
2023-12-11,,,,,,,,,,,,,,,,,,,7161.0,7196.5,13045.0,13097.0,30664.0,30756.0,60418.5,60539.5,185047.0,187822.5,584650.0,602189.5,,,,,,,,
